,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
20070809,  -1.03,  -2.26,  -2.02,  -3.11,  -2.58,  -3.40,  -2.88,  -2.41,  -2.96,  -3.79
20070810,  -0.98,   0.00,   0.05,   0.38,  -0.19,  -0.02,  -0.46,   0.64,   0.94,   0.08
20070813,  -1.32,  -0.65,  -0.53,  -0.46,   0.05,  -0.16,   0.17,   0.15,   0.69,   1.50
20070814,  -1.74,  -1.30,  -1.91,  -1.83,  -1.88,  -1.24,  -2.04,  -1.70,  -2.21,  -2.48
20070815,  -1.54,  -0.63,  -0.79,  -0.82,  -1.22,  -1.61,  -1.47,  -1.86,  -2.31,  -2.67
20070816,   0.88,   1.89,   1.63,   1.22,   0.80,   0.01,  -0.06,  -0.39,  -1.11,  -1.78
20070817,   2.18,   2.32,   2.52,   2.28,   2.00,   2.21,   2.60,   2.42,   2.10,   3.17
20070820,  -0.36,  -0.51,  -0.48,  -0.15,  -0.07,  -0.04,   0.13,  -0.10,   1.17,   1.28
20070821,   0.10,   0.19,   0.17,  -0.01,  -0.09,   0.07,  -0.06,   0.09,   0.16,   1.66
20070822,   0.80,   0.90,   0.54,   0.74,   1.00,   1.19,   1.37,   1.42,   1.69,   2.75
20070823,  -0.53,  -0.30,  -0.38,  -0.30,  -0.17,  -0.16,  -0.27,   0.06,   0.04,  -0.67
20070824,   0.91,   0.52,   0.81,   1.12,   1.18,   1.13,   1.62,   1.39,   1.31,   2.10
20070827,  -1.19,  -0.93,  -1.36,  -0.72,  -0.65,  -0.96,  -0.81,  -0.44,  -0.66,  -0.93
20070828,  -2.31,  -1.89,  -2.31,  -1.68,  -2.20,  -2.44,  -2.40,  -2.68,  -1.96,  -3.27
20070829,   1.98,   1.74,   1.72,   1.72,   1.99,   1.92,   2.75,   2.38,   2.33,   3.00
20070830,  -0.53,  -0.74,  -0.64,  -0.64,  -0.49,  -0.64,  -0.09,  -0.52,   0.16,   0.07
20070831,   1.31,   1.24,   0.91,   1.01,   1.23,   1.16,   0.94,   1.03,   1.22,   1.96
20070904,   1.41,   1.18,   0.78,   0.73,   0.64,   0.95,   1.26,   1.05,   1.15,   1.88
20070905,  -0.96,  -1.41,  -1.14,  -1.35,  -0.85,  -1.02,  -0.88,  -0.93,  -0.86,  -1.10
20070906,   0.22,   0.26,   0.07,   0.05,   0.57,   0.74,   0.63,   0.52,   0.39,   0.46
20070907,  -1.95,  -1.50,  -1.45,  -1.40,  -1.54,  -1.35,  -1.91,  -1.85,  -1.82,  -2.32
20070910,  -0.98,  -0.96,  -0.39,  -0.11,  -0.17,   0.09,  -0.47,  -0.39,   0.02,  -0.09
20070911,   1.79,   1.12,   1.12,   1.56,   1.16,   0.92,   1.30,   1.79,   1.62,   1.68
20070912,  -0.24,  -0.03,  -0.19,  -0.35,  -0.02,   0.18,   0.05,   0.15,   0.07,   0.19
20070913,   1.10,   0.94,   0.70,   1.17,   0.72,   0.52,   0.46,   1.00,   0.32,   0.36
20070914,   0.24,   0.54,   0.24,   0.12,  -0.02,  -0.16,  -0.06,   0.05,   0.38,   0.42
20070917,  -0.93,  -0.64,  -0.61,  -0.68,  -0.54,  -0.65,  -0.80,  -0.32,  -0.27,  -0.62
20070918,   2.99,   3.34,   2.68,   3.34,   2.56,   3.06,   3.15,   2.35,   2.92,   3.44
20070919,   0.93,   0.64,   0.65,   0.32,   0.24,   0.66,   0.90,   0.63,   0.77,   0.79
20070920,  -1.44,  -1.33,  -0.82,  -1.29,  -0.82,  -0.67,  -0.53,  -0.08,  -0.24,   0.01
20070921,   0.22,   0.23,  -0.01,   0.28,   0.87,   0.23,   0.59,   0.44,   0.29,   1.14
20070924,  -1.37,  -1.15,  -0.69,  -0.86,  -0.37,  -0.76,  -0.60,  -0.43,  -0.41,   0.63
20070925,  -0.65,  -0.82,  -0.61,  -0.09,   0.38,  -0.02,   0.25,   0.28,  -0.71,   0.74
20070926,   0.95,   0.90,   0.44,   0.53,   0.53,   0.70,   0.61,   0.58,   0.75,   0.52
20070927,   0.81,   0.39,   0.42,   0.59,   0.12,   0.20,   0.58,   0.45,   0.41,   0.89
20070928,  -0.34,  -0.46,  -0.42,  -0.51,  -0.18,   0.00,  -0.34,  -0.34,  -0.35,  -0.75
20071001,   1.79,   1.54,   1.62,   1.09,   1.08,   1.49,   1.23,   1.47,   0.96,   2.02
20071002,   1.22,   0.35,   0.71,   0.41,  -0.03,  -0.13,   0.01,  -0.42,  -0.38,   0.32
20071003,   0.08,   0.35,   0.25,  -0.10,  -0.59,  -0.60,  -0.34,  -0.90,  -1.33,  -1.15
20071004,  -0.69,  -0.12,   0.16,   0.23,   0.39,   0.43,   0.23,   0.01,   0.18,   0.39
20071005,   1.87,   1.89,   1.13,   1.06,   0.92,   0.89,   0.88,   0.97,   1.19,   1.65
20071008,  -1.00,  -0.71,  -0.63,  -0.56,  -0.33,  -0.22,  -0.36,   0.03,   0.06,   0.44
20071009,   0.52,   0.39,   0.21,   0.50,   1.07,   0.61,   0.77,   1.02,   1.17,   1.31
20071010,  -0.08,  -0.50,  -0.37,  -0.64,  -0.42,  -0.18,  -0.02,   0.06,   0.13,   0.80
20071011,  -0.85,  -0.37,   0.23,  -0.45,  -0.77,  -0.61,  -0.35,  -0.76,  -0.53,  -1.20
20071012,  -0.13,   0.14,   0.14,   0.15,   0.60,   0.51,   0.22,   0.85,   0.75,   1.29
20071015,  -1.34,  -1.75,  -1.10,  -1.41,  -1.09,  -1.38,  -0.64,  -0.74,   0.39,  -0.89
20071016,  -1.60,  -1.50,  -1.38,  -1.38,  -0.92,  -0.64,  -0.34,  -0.23,  -0.07,  -0.19
20071017,  -0.54,  -0.35,   0.00,   0.33,   0.19,   0.05,   0.35,   0.88,  -0.27,   0.44
20071018,  -0.76,  -0.40,  -0.67,  -0.70,  -0.54,   0.11,   0.06,   0.41,   0.14,   0.64
20071019,  -2.68,  -2.47,  -2.30,  -2.46,  -2.25,  -2.09,  -2.03,  -2.31,  -2.91,  -3.09
20071022,   1.49,   0.80,   0.68,   0.80,   0.80,   0.59,   0.73,   0.49,  -0.79,   0.37
20071023,   0.40,   0.07,  -0.20,   0.42,   1.01,   0.74,   0.83,   0.89,   0.80,   2.81
20071024,  -1.25,  -0.88,  -0.41,  -0.59,  -0.22,  -0.01,  -0.06,  -0.35,   0.19,  -0.89
20071025,  -0.52,  -0.71,  -0.95,  -0.65,  -0.13,   0.13,   0.14,   0.08,   0.28,  -0.32
20071026,   2.24,   1.98,   1.19,   1.70,   2.90,   0.79,   0.89,   0.93,   1.18,   1.58
20071029,   0.05,   0.50,   0.00,   0.01,  -0.18,   0.37,   0.61,   0.24,   0.89,   1.15
20071030,  -0.18,  -0.42,  -0.03,  -0.60,   0.07,  -0.72,  -0.22,  -0.58,  -1.61,  -1.37
20071031,   0.67,   0.63,   0.52,   0.86,   1.46,   1.38,   1.25,   1.28,   1.69,   1.78
20071101,  -3.28,  -3.82,  -2.84,  -2.91,  -3.51,  -2.26,  -2.06,  -2.37,  -2.52,  -2.67
20071102,  -1.23,  -1.51,   0.07,  -0.44,  -0.16,   0.52,   0.02,   0.38,   1.09,   0.34
20071105,  -0.68,  -1.25,  -0.68,  -0.97,  -0.63,  -0.16,  -0.33,  -0.35,  -0.24,  -1.23
20071106,   0.85,   0.98,   1.09,   1.07,   0.14,   0.99,   1.02,   1.47,   1.59,   2.52
20071107,  -3.83,  -3.67,  -2.99,  -3.11,  -2.99,  -2.14,  -2.33,  -2.53,  -2.87,  -2.81
20071108,  -0.55,   0.05,   0.27,   0.33,   0.17,   0.56,  -0.07,  -0.66,   0.83,  -1.32
20071109,  -0.41,  -0.85,  -0.69,  -0.44,  -1.08,  -1.40,  -1.44,  -2.01,  -1.78,  -2.75
20071112,  -0.56,   0.11,  -0.10,   0.57,  -0.59,  -0.34,  -0.45,  -1.60,  -2.14,  -4.98
20071113,   3.98,   3.53,   3.95,   3.02,   3.06,   2.10,   2.29,   2.69,   1.97,   3.99
20071114,  -1.33,  -1.11,  -1.03,  -0.57,  -0.94,  -0.95,  -0.34,  -0.48,  -0.51,  -0.11
20071115,  -2.64,  -1.84,  -1.81,  -1.79,  -1.12,  -0.82,  -0.98,  -1.09,  -0.99,  -1.79
20071116,  -1.51,  -0.50,  -0.59,  -0.23,   0.20,   0.37,   0.91,   0.62,   1.08,   0.90
20071119,  -4.06,  -3.16,  -2.81,  -2.11,  -1.53,  -1.44,  -1.09,  -1.28,  -1.77,  -2.35
20071120,  -2.28,  -1.69,  -0.52,   0.25,   0.08,   0.31,  -0.05,   1.29,   1.23,   0.90
20071121,  -1.41,  -1.66,  -1.29,  -1.73,  -1.24,  -1.19,  -1.85,  -1.51,  -1.54,  -1.45
20071123,   2.97,   2.62,   2.40,   1.86,   1.70,   1.28,   1.19,   1.50,   1.34,   1.89
20071126,  -4.79,  -3.21,  -2.67,  -2.19,  -1.95,  -2.07,  -1.63,  -2.33,  -2.00,  -1.13
20071127,   0.34,   1.71,   1.39,   1.60,   1.85,   1.61,   1.33,   1.03,   1.15,   1.04
20071128,   3.74,   4.17,   4.24,   3.07,   2.78,   2.51,   2.14,   2.69,   2.44,   4.19
20071129,  -0.48,  -0.81,  -0.38,  -0.16,  -0.18,   0.13,  -0.10,   0.34,  -0.01,   0.74
20071130,   3.06,   1.94,   1.85,   1.30,   1.16,  -0.16,   0.47,   0.35,   0.47,   0.27
20071203,  -1.32,  -0.91,  -0.96,  -1.14,  -0.56,  -0.77,  -0.92,  -0.11,  -0.38,  -0.13
20071204,  -2.55,  -1.38,  -1.01,  -1.13,  -0.51,  -0.30,  -1.00,  -0.30,  -0.08,  -0.24
20071205,   1.31,   0.78,   1.79,   0.96,   1.17,   1.31,   1.40,   1.62,   1.89,   1.94
20071206,   4.77,   2.32,   2.10,   1.97,   1.41,   1.09,   1.10,   1.42,   1.20,   2.11
20071207,   0.81,  -0.06,  -0.45,  -0.41,  -0.41,  -0.16,   0.01,  -0.11,   0.10,   0.46
20071210,   2.67,   1.42,   1.01,   1.06,   0.81,   0.59,   0.49,   0.52,   0.53,   0.56
20071211,  -5.54,  -4.45,  -3.88,  -2.94,  -2.55,  -1.95,  -2.10,  -1.65,  -2.10,  -2.93
20071212,  -1.32,  -1.93,  -0.66,  -0.36,   0.28,   0.39,   1.46,   0.86,   0.69,   1.23
20071213,  -1.05,  -0.65,  -0.73,  -0.41,  -0.02,   0.15,   0.46,   0.45,   0.24,   0.00
20071214,  -2.60,  -1.78,  -1.92,  -1.53,  -1.79,  -1.20,  -1.47,  -0.99,  -1.05,  -1.05
20071217,  -1.47,  -0.83,  -1.40,  -1.16,  -1.15,  -0.79,  -1.52,  -1.83,  -1.71,  -2.98
20071218,   1.14,   0.69,   0.96,   0.26,   0.72,   0.71,   0.67,   0.67,   0.79,   0.60
20071219,  -0.86,  -0.75,  -0.46,  -0.15,  -0.46,  -0.29,  -0.14,  -0.09,   0.31,   0.63
20071220,  -0.70,   0.00,   0.43,  -0.06,   0.38,   0.63,   0.84,   1.00,   0.36,   1.56
20071221,   2.07,   1.97,   2.07,   1.29,   1.53,   1.33,   1.88,   1.49,   1.68,   2.04
20071224,   1.72,   0.90,   1.17,   0.83,   0.46,   0.77,   0.64,   0.71,   0.57,   1.33
20071226,  -0.02,  -0.45,  -0.39,  -0.14,  -0.24,  -0.35,   0.42,   0.29,   0.13,   0.81
20071227,  -1.51,  -2.28,  -1.94,  -1.98,  -1.67,  -1.32,  -1.30,  -1.28,  -1.30,  -1.41
20071228,  -1.96,  -0.58,  -0.17,  -0.30,  -0.24,   0.14,   0.29,   0.56,   0.40,   0.23
20071231,   1.30,   0.25,  -0.21,   0.01,  -0.12,  -0.76,  -0.96,  -1.14,  -0.73,  -0.87
20080102,  -2.40,  -2.43,  -2.16,  -1.75,  -1.64,  -1.51,  -1.55,  -1.05,  -1.40,  -0.74
20080103,  -2.46,  -1.56,  -1.16,  -1.12,  -0.33,  -0.19,   0.24,   0.27,  -0.02,   1.01
20080104,  -4.91,  -3.69,  -2.95,  -2.76,  -2.28,  -1.82,  -2.32,  -1.77,  -2.68,  -3.65
20080107,   0.32,   0.23,   0.31,   0.53,   0.42,   0.80,   0.46,   0.21,   0.08,  -1.09
20080108,  -5.25,  -3.33,  -1.96,  -2.53,  -1.80,  -1.55,  -1.86,  -1.63,  -0.93,  -2.06
20080109,  -0.52,   1.27,   1.17,   0.86,   1.25,   1.10,   0.91,   1.17,   1.36,   1.09
20080110,   4.60,   2.16,   1.58,   1.77,   1.02,   1.09,   0.46,   0.63,   0.45,   0.21
20080111,  -0.24,   0.15,  -1.29,  -1.33,  -1.45,  -1.21,  -1.41,  -1.71,  -1.46,  -2.08
20080114,   1.13,   1.37,   0.64,   1.03,   0.67,   0.72,   0.67,   1.04,   0.59,   2.88
20080115,  -2.82,  -3.29,  -2.72,  -2.75,  -2.44,  -1.85,  -1.85,  -1.93,  -2.32,  -3.44
20080116,   2.16,   1.58,   1.28,   0.83,   0.87,   0.56,  -0.29,  -0.37,  -2.13,  -3.50
20080117,  -3.99,  -3.18,  -3.65,  -2.92,  -2.56,  -2.23,  -2.30,  -2.25,  -2.73,  -4.15
20080118,  -1.24,  -0.86,  -1.94,  -1.20,  -0.93,  -0.11,  -0.47,  -0.94,  -0.12,   0.30
20080122,   2.83,   1.57,   1.58,   0.65,  -0.22,  -0.74,  -1.98,  -1.85,  -1.82,  -1.99
20080123,   8.15,   5.45,   4.56,   4.78,   3.03,   1.47,   1.56,   1.27,   1.04,  -0.70
20080124,   1.22,   1.10,   0.98,   0.36,   0.79,  -0.05,   0.43,   1.35,   1.78,   2.20
20080125,  -1.80,  -1.91,  -1.55,  -1.64,  -1.50,  -1.57,  -1.40,  -1.14,  -1.42,  -0.80
20080128,   3.84,   2.97,   2.74,   2.76,   2.15,   1.91,   1.39,   1.24,   1.02,   1.36
20080129,   2.13,   1.43,   1.70,   1.91,   0.65,   0.61,   0.23,   0.71,   0.20,   0.21
20080130,  -1.59,  -0.79,  -0.88,  -1.00,  -0.88,  -0.43,  -0.08,  -0.68,  -0.31,  -0.42
20080131,   5.38,   2.40,   3.14,   2.35,   1.58,   1.45,   1.40,   1.37,   1.06,   1.55
20080201,   3.98,   2.46,   1.88,   2.78,   2.13,   1.85,   1.74,   0.15,   0.81,   1.43
20080204,  -4.33,  -2.04,  -2.25,  -1.87,  -1.39,  -1.42,  -0.64,  -0.28,  -0.44,  -0.39
20080205,  -4.10,  -4.43,  -3.57,  -2.95,  -2.81,  -2.51,  -2.56,  -2.95,  -2.94,  -3.31
20080206,  -2.08,  -1.43,  -1.01,  -0.63,  -0.36,  -0.90,  -0.61,  -0.35,  -0.98,  -1.41
20080207,   3.07,   1.22,   0.90,   1.47,   1.02,   1.04,   0.25,   0.34,   1.00,   0.66
20080208,  -2.32,  -1.93,  -1.25,  -1.23,  -0.98,  -0.61,  -0.33,  -0.27,   0.13,   1.49
20080211,  -0.66,   0.05,   0.23,   0.14,  -1.22,   0.16,   0.63,   0.80,   0.82,   2.07
20080212,   0.04,   0.85,   0.36,   0.92,   0.67,   0.62,   0.76,   1.07,   0.55,   0.01
20080213,   1.64,   1.33,   1.18,   1.65,   0.90,   1.54,   1.35,   1.33,   1.53,   1.90
20080214,  -2.40,  -2.63,  -1.58,  -2.16,  -1.01,  -1.45,  -1.47,  -1.49,  -0.89,  -0.85
20080215,  -0.41,  -0.15,  -0.04,   0.27,   0.20,   0.23,   0.05,   0.02,  -0.13,  -0.35
20080219,  -0.99,  -0.85,  -0.73,  -0.10,  -0.09,  -0.28,  -0.09,  -0.47,   0.33,   0.73
20080220,   2.14,   1.20,   1.49,   1.05,   0.74,   0.62,   0.82,   0.40,   0.73,   1.10
20080221,  -2.42,  -1.92,  -1.77,  -1.39,  -0.79,  -1.25,  -1.17,  -0.88,  -1.15,  -1.68
20080222,   1.11,   0.24,   1.19,   0.81,   1.08,   1.10,   0.55,   0.61,   0.37,   0.28
20080225,   2.05,   0.67,   1.47,   1.80,   1.94,   1.55,   1.11,   1.38,   1.54,   1.46
20080226,   0.94,   1.34,   1.05,   0.84,   0.48,   0.44,   0.50,   0.99,   1.05,   0.26
20080227,  -0.52,   0.65,  -0.16,   0.01,   0.16,   0.40,  -0.13,  -0.53,  -0.30,  -0.02
20080228,  -3.50,  -2.55,  -2.80,  -1.94,  -2.17,  -1.09,  -1.45,  -0.34,  -0.03,   0.44
20080229,  -4.78,  -3.54,  -3.34,  -2.67,  -3.22,  -2.29,  -2.58,  -2.17,  -2.29,  -2.88
20080303,  -2.08,  -1.14,  -0.43,   0.22,  -0.54,  -0.09,   0.09,   0.13,   0.18,   0.40
20080304,  -0.99,  -1.37,  -0.06,  -0.22,  -0.24,  -0.29,  -0.16,  -0.03,  -0.32,  -1.05
20080305,  -0.48,  -0.17,  -0.27,  -0.54,   0.05,   0.25,   0.57,   0.78,   0.94,   1.69
20080306,  -5.31,  -4.34,  -3.54,  -2.67,  -2.13,  -2.35,  -1.98,  -1.46,  -2.06,  -2.10
20080307,  -0.49,  -0.71,  -0.44,  -0.29,  -0.31,  -0.64,  -1.00,  -0.63,  -1.07,  -1.90
20080310,  -4.18,  -3.74,  -2.42,  -1.83,  -1.85,  -1.34,  -0.98,  -1.31,  -1.13,  -2.93
20080311,   5.36,   5.14,   5.19,   4.12,   3.08,   3.74,   2.56,   2.94,   3.12,   5.10
20080312,  -1.99,  -1.54,  -1.23,  -0.96,  -0.97,  -1.12,  -0.53,  -0.27,  -0.63,  -0.65
20080313,   1.01,   0.64,   0.25,   1.04,   0.29,   0.32,   0.47,   0.47,   0.59,   1.72
20080314,  -5.31,  -2.79,  -3.19,  -2.62,  -2.50,  -2.13,  -1.66,  -1.70,  -1.66,  -1.62
20080317,  -6.34,  -2.62,  -2.19,  -1.78,  -1.18,   0.35,   0.12,  -0.15,  -1.15,  -3.00
20080318,   8.85,   7.16,   6.12,   4.75,   5.15,   3.57,   3.76,   2.93,   3.22,   4.26
20080319,  -0.53,  -2.48,  -2.25,  -1.37,  -1.64,  -1.90,  -2.13,  -1.85,  -2.78,  -4.71
20080320,   7.20,   5.58,   4.79,   3.17,   2.82,   2.75,   2.57,   1.58,   1.08,   0.78
20080324,   4.09,   2.73,   2.61,   2.51,   1.52,   1.58,   0.91,   1.46,   1.30,   2.54
20080325,   0.24,  -0.28,   0.07,  -0.05,  -0.27,   0.18,   0.19,   0.30,   0.47,   1.87
20080326,  -3.73,  -2.29,  -2.69,  -1.98,  -1.31,  -1.39,  -0.92,  -0.38,  -0.14,   1.13
20080327,  -1.88,  -1.83,  -2.18,  -1.06,  -1.27,  -1.28,  -1.18,  -0.70,  -0.74,  -1.40
20080328,  -3.62,  -2.48,  -1.91,  -1.47,  -1.00,  -0.56,  -0.70,  -0.55,  -0.38,  -0.42
20080331,   1.55,   1.40,   1.09,   1.09,   0.17,   0.85,   1.05,   0.04,   0.32,   0.30
20080401,   7.38,   6.43,   5.56,   4.83,   4.21,   3.80,   3.25,   2.72,   2.58,   2.01
20080402,   0.25,  -0.04,   0.21,   0.32,  -0.38,  -0.42,  -0.52,   0.13,  -0.18,   0.47
20080403,   0.87,   0.61,   0.06,  -0.05,   0.20,   0.00,  -0.27,  -0.01,  -0.08,   1.27
20080404,  -1.41,  -0.91,  -0.11,  -0.90,  -0.18,  -0.04,   0.17,   0.16,   0.29,   1.97
20080407,   1.75,   0.59,   0.10,   0.42,   0.38,  -0.07,  -0.10,  -0.05,   0.04,   0.46
20080408,  -2.58,  -0.90,  -1.42,  -0.59,  -0.90,  -0.61,  -0.34,  -0.27,   0.11,   0.64
20080409,  -2.62,  -2.32,  -2.54,  -1.72,  -1.43,  -0.88,  -1.10,  -0.59,  -0.32,  -0.12
20080410,  -0.06,   1.10,   0.26,   0.73,   0.36,   0.30,   0.58,   0.63,   0.46,   0.82
20080411,  -2.28,  -2.16,  -2.25,  -1.92,  -2.02,  -1.60,  -1.95,  -2.79,  -1.36,  -2.21
20080414,  -2.33,  -1.69,  -1.54,  -1.08,  -1.04,  -0.60,  -0.41,  -0.53,   0.31,   1.20
20080415,   0.73,   0.43,   0.84,   0.47,   0.54,   0.23,  -0.03,   0.67,   0.49,   0.79
20080416,   3.00,   2.46,   1.86,   2.30,   2.56,   2.14,   1.81,   2.24,   1.75,   3.68
20080417,   1.68,   0.43,   0.71,   0.31,  -0.09,  -0.15,  -0.15,  -0.16,  -0.37,  -0.56
20080418,   3.26,   2.48,   2.33,   1.46,   1.79,   1.54,   2.15,   1.46,   1.06,   2.06
20080421,  -1.28,  -0.74,  -0.89,  -0.43,  -0.61,  -0.89,  -0.26,   0.07,  -0.10,   0.89
20080422,  -0.89,  -2.02,  -2.27,  -1.71,  -1.89,  -1.61,  -0.40,  -0.58,  -0.44,  -0.81
20080423,  -1.11,   0.45,   0.45,   0.09,   0.41,   0.12,   0.23,   1.02,   0.23,  -0.61
20080424,   3.75,   2.81,   2.84,   1.63,   1.42,   1.59,   0.48,   0.60,  -0.19,  -1.28
20080425,   2.43,   2.10,   1.11,   1.04,   0.92,   0.81,  -0.62,   0.31,   0.21,   2.12
20080428,   0.36,   0.16,   0.30,   0.30,  -0.06,  -0.10,  -0.08,  -0.07,   0.11,  -0.61
20080429,  -0.60,   0.80,  -0.09,  -0.85,  -0.19,  -0.04,  -0.10,  -0.14,  -0.01,  -2.26
20080430,  -1.84,  -0.95,  -1.17,  -0.29,  -0.70,  -0.22,  -0.29,  -0.39,   0.09,   0.34
20080501,   3.50,   3.45,   3.02,   3.62,   2.83,   2.67,   1.88,   2.03,   0.11,  -0.40
20080502,   0.45,   0.32,   0.29,  -0.22,   0.12,   0.16,  -0.24,   0.34,  -0.06,   1.30
20080505,  -1.37,  -1.34,  -1.07,  -0.85,  -0.92,  -0.73,  -0.89,  -0.28,  -0.34,   1.29
20080506,   1.99,   0.45,   0.71,   0.41,   0.41,   0.88,   0.69,   0.11,   0.58,   2.21
20080507,  -3.67,  -2.48,  -2.73,  -2.17,  -1.40,  -1.73,  -1.63,  -1.50,  -1.08,  -1.70
20080508,  -1.13,  -0.76,  -0.40,   0.05,  -0.26,  -0.14,   0.34,   0.51,   0.70,   1.72
20080509,  -0.72,  -0.20,  -1.61,  -0.47,  -0.41,  -0.28,  -0.10,  -0.58,  -0.70,  -0.44
20080512,   1.10,   1.68,   1.49,   1.63,   1.42,   1.43,   1.34,   1.10,   0.65,   0.65
20080513,  -1.24,  -0.31,  -0.08,  -0.30,  -0.54,  -0.09,   0.22,  -0.12,   0.11,   1.50
20080514,   1.47,   0.81,   0.71,   0.86,   0.65,   0.91,   0.35,   0.68,   0.23,  -1.17
20080515,   1.55,   1.56,   1.10,   0.86,   0.94,   0.88,   0.95,   0.85,   0.80,   1.77
20080516,  -1.42,  -0.57,  -0.50,  -0.50,  -0.39,  -0.23,  -0.03,   0.09,   0.67,   1.44
20080519,  -0.56,  -0.53,  -0.22,  -0.02,   0.07,  -0.08,   0.00,  -0.01,   0.59,  -0.79
20080520,  -2.20,  -1.53,  -1.25,  -1.30,  -1.10,  -1.61,  -1.18,  -1.05,  -0.32,   1.11
20080521,  -2.58,  -2.85,  -1.86,  -1.52,  -1.51,  -1.63,  -1.07,  -1.30,  -1.20,  -2.18
20080522,   1.66,   0.57,   1.04,   0.48,   0.61,   0.45,   0.48,   0.58,   0.23,  -0.51
20080523,  -1.76,  -2.13,  -1.97,  -1.61,  -1.48,  -1.37,  -1.05,  -1.01,  -1.01,  -0.96
20080527,   0.55,   1.28,   0.71,   0.88,   1.03,   0.55,   1.01,   0.83,   0.79,  -0.15
20080528,   0.63,   0.07,  -0.51,   0.08,   0.49,   0.42,  -0.02,   0.18,   0.78,   1.91
20080529,   1.86,   1.34,   1.24,   1.15,   0.89,   0.92,   1.13,   0.84,   0.28,  -1.26
20080530,  -0.30,  -0.25,   0.60,   0.04,  -0.42,   0.05,   0.23,   0.16,   0.32,   1.38
20080602,  -1.21,  -1.50,  -1.31,  -1.24,  -1.18,  -1.05,  -1.22,  -1.02,  -0.96,  -0.01
20080603,  -0.25,  -0.51,  -0.61,  -0.03,  -0.08,  -0.65,  -0.48,  -0.86,  -0.29,  -0.47
20080604,  -0.73,   0.02,   0.23,   0.49,  -0.01,   0.23,   0.47,   0.43,  -0.12,  -0.95
20080605,   2.63,   1.42,   1.80,   1.39,   1.31,   1.64,   1.55,   1.89,   2.01,   3.71
20080606,  -5.20,  -3.92,  -4.36,  -3.68,  -3.39,  -3.10,  -3.00,  -2.83,  -2.43,  -1.33
20080609,  -3.19,  -2.24,  -1.34,  -1.15,  -0.34,  -0.06,  -0.38,   0.64,   0.54,   1.37
20080610,   0.74,   0.27,  -0.34,  -0.31,   0.01,  -0.08,   0.03,  -0.08,  -0.45,  -1.52
20080611,  -4.02,  -3.33,  -2.79,  -2.32,  -1.91,  -1.73,  -1.95,  -1.22,  -1.29,  -0.47
20080612,   2.37,   0.47,   0.36,   0.78,   0.11,   0.84,   0.94,   0.29,   0.01,  -1.10
20080613,   2.18,   1.37,   2.16,   1.99,   1.47,   1.71,   1.64,   1.06,   1.42,   1.85
20080616,   1.66,   0.29,   0.68,  -0.28,   0.20,  -0.09,   0.05,  -0.22,   0.07,   1.03
20080617,  -1.84,  -2.60,  -1.59,  -1.14,  -0.88,  -1.04,  -0.69,  -0.59,  -0.41,   1.43
20080618,  -1.15,  -2.64,  -1.57,  -1.52,  -1.10,  -1.13,  -1.04,  -0.98,  -0.79,   0.10
20080619,   0.51,   1.34,  -0.05,   0.89,   0.64,   0.85,   1.03,   0.67,  -0.11,  -0.98
20080620,  -3.36,  -2.71,  -2.67,  -2.54,  -2.17,  -1.99,  -1.82,  -1.57,  -1.37,  -1.11
20080623,  -4.31,  -3.14,  -1.87,  -1.60,  -0.54,  -0.79,  -0.32,  -0.03,   0.84,   2.15
20080624,   0.57,   0.20,   0.17,   0.13,   0.43,  -0.51,  -0.62,  -0.37,  -0.57,  -2.37
20080625,   0.79,   1.29,   1.22,   0.83,   0.92,   0.45,   0.99,   0.73,   0.66,  -0.37
20080626,  -4.84,  -4.26,  -3.59,  -3.55,  -3.63,  -2.80,  -2.93,  -2.15,  -2.55,  -1.99
20080627,  -1.67,  -1.05,  -0.60,  -0.27,  -0.83,  -0.99,  -0.66,  -0.69,  -0.18,   1.24
20080630,  -1.94,  -2.35,  -1.29,  -0.26,  -0.37,  -0.30,   0.29,   0.30,   0.24,   0.61
20080701,   0.13,   0.34,  -0.44,   0.48,   0.48,   0.15,  -0.25,   0.52,   0.39,   0.53
20080702,  -2.23,  -2.32,  -2.89,  -1.31,  -1.51,  -1.58,  -1.64,  -0.87,  -1.99,  -4.66
20080703,  -1.34,  -1.25,  -0.89,  -0.05,   0.22,   0.19,   0.24,   0.30,  -0.08,  -0.95
20080707,  -4.02,  -1.35,  -1.46,  -1.44,  -0.56,  -0.85,  -0.55,  -0.46,  -0.20,  -1.23
20080708,   6.96,   4.14,   4.43,   3.30,   2.72,   1.92,   1.55,   0.90,   1.47,  -0.08
20080709,  -6.51,  -4.75,  -2.95,  -2.93,  -2.32,  -2.53,  -1.96,  -1.34,  -1.32,  -1.44
20080710,  -3.50,  -3.01,  -1.02,  -0.54,   0.58,   0.94,   0.99,   1.10,   0.58,   2.77
20080711,  -3.75,  -1.39,  -1.91,  -1.55,  -1.04,  -0.81,  -0.83,  -0.79,  -0.85,   0.44
20080714,  -6.73,  -2.62,  -2.26,  -1.41,  -1.78,  -0.89,  -1.23,  -0.54,  -0.15,   0.67
20080715,  -2.49,  -2.06,  -0.74,  -1.03,  -0.47,  -0.35,   0.34,  -0.36,  -1.11,  -3.14
